Indian Stock Market Report - 2026-08-04

Coming Week Sector Outlook
- The banking sector, as indicated by high delivery percentages in PVTBANK and ABSL10BANK, may show relative strength in the coming week.
- The realty sector appears weak due to declining shares, which could potentially impact market performance.
365. ICICIPRULI       65.8%   Close: ₹513.55   Delivery Qty: 3,523,536
366. AMBUJACEM        65.8%   Close: ₹436.05   Delivery Qty: 1,218,856
367. SHANTIGEAR       65.8%   Close: ₹409.50   Delivery Qty: 10,304
368. SUMIT            65.8%   Close: ₹55.85   Delivery Qty: 27,304
369. VINYLINDIA       65.6%   Close: ₹247.61   Delivery Qty: 10,194
370. TREL             65.6%   Close: ₹24.48   Delivery Qty: 40,307
371. MOHEALTH         65.6%   Close: ₹51.71   Delivery Qty: 30,417
372. GROWWCAPM        65.5%   Close: ₹11.14   Delivery Qty: 219,933
373. SRM              65.5%   Close: ₹509.85   Delivery Qty: 63,358
374. GEMAROMA         65.4%   Close: ₹187.71   Delivery Qty: 51,455
375. GTPL             65.4%   Close: ₹60.52   Delivery Qty: 11,824
376. GREENPANEL       65.3%   Close: ₹199.83   Delivery Qty: 68,888
377. JAYSREETEA       65.3%   Close: ₹88.16   Delivery Qty: 91,962
378. BIRLAPREC        65.2%   Close: ₹34.48   Delivery Qty: 8,926
379. COALINDIA        65.1%   Close: ₹417.60   Delivery Qty: 2,642,650
380. ICEMAKE          65.1%   Close: ₹820.85   Delivery Qty: 8,063
381. EICHERMOT        65.1%   Close: ₹7935.00   Delivery Qty: 390,280
382. REMSONSIND       65.1%   Close: ₹82.61   Delivery Qty: 25,715
383. CHOLAHLDNG       65.1%   Close: ₹1545.90   Delivery Qty: 116,448
384. INVENTURE        65.0%   Close: ₹0.91   Delivery Qty: 547,519
385. HATSUN           65.0%   Close: ₹891.40   Delivery Qty: 22,316
386. JINDALPOLY       65.0%   Close: ₹624.80   Delivery Qty: 9,664
387. AGROPHOS         65.0%   Close: ₹28.10   Delivery Qty: 49,304
388. VISHNU           65.0%   Close: ₹594.05   Delivery Qty: 49,436
389. RAJSREESUG       64.9%   Close: ₹30.91   Delivery Qty: 52,735
390. GENUSPAPER       64.9%   Close: ₹12.50   Delivery Qty: 60,841
391. RELIGARE         64.9%   Close: ₹256.50   Delivery Qty: 218,374
392. ZFCVINDIA        64.9%   Close: ₹2555.60   Delivery Qty: 196,860
393. MOCAPITAL        64.8%   Close: ₹53.04   Delivery Qty: 573,215
394. MAXHEALTH        64.7%   Close: ₹1077.00   Delivery Qty: 966,166
395. PREMEXPLN        64.7%   Close: ₹661.10   Delivery Qty: 78,353
396. FMGOETZE         64.6%   Close: ₹470.35   Delivery Qty: 22,026
397. SUYOG            64.6%   Close: ₹852.55   Delivery Qty: 9,312
398. TOP20            64.6%   Close: ₹9.10   Delivery Qty: 221,140
399. LUPIN            64.6%   Close: ₹2410.00   Delivery Qty: 755,259
400. PAKKA            64.6%   Close: ₹71.59   Delivery Qty: 18,186
401. DANGEE           64.6%   Close: ₹3.02   Delivery Qty: 59,184
402. GROWWLOVOL       64.5%   Close: ₹10.66   Delivery Qty: 6,648
403. SHAILY           64.5%   Close: ₹3075.70   Delivery Qty: 125,481
404. MEIL             64.4%   Close: ₹286.55   Delivery Qty: 8,362
405. STEELCAS         64.4%   Close: ₹339.05   Delivery Qty: 314,389
406. SAMBHAAV         64.3%   Close: ₹6.49   Delivery Qty: 12,340
407. MMP              64.3%   Close: ₹301.05   Delivery Qty: 71,467
408. BLIL             64.3%   Close: ₹70.76   Delivery Qty: 38,263
409. ASHIMASYN        64.3%   Close: ₹18.16   Delivery Qty: 56,984
410. EBGNG            64.3%   Close: ₹508.45   Delivery Qty: 315,820
411. HDFCPVTBAN       64.3%   Close: ₹28.28   Delivery Qty: 94,528
412. UMIYA-MRO        64.2%   Close: ₹93.06   Delivery Qty: 33,253
413. INFOMEDIA        64.2%   Close: ₹5.38   Delivery Qty: 8,525
414. GROWWMETAL       64.2%   Close: ₹12.34   Delivery Qty: 313,481
415. SHANKARA         64.2%   Close: ₹144.74   Delivery Qty: 358,845
416. GROWWPOWER       64.2%   Close: ₹11.65   Delivery Qty: 1,003,717
417. SHREDIGCEM       64.1%   Close: ₹72.55   Delivery Qty: 18,299
418. SUVIDHAA         64.1%   Close: ₹2.59   Delivery Qty: 88,780
419. CELLO            64.1%   Close: ₹344.85   Delivery Qty: 74,202
420. ONGC             64.0%   Close: ₹242.00   Delivery Qty: 6,703,993
421. NAHARSPING       64.0%   Close: ₹323.70   Delivery Qty: 110,243
422. WIPRO            64.0%   Close: ₹186.30   Delivery Qty: 7,616,447
423. AHCL             63.9%   Close: ₹14.57   Delivery Qty: 997,458
424. EXCELINDUS       63.9%   Close: ₹1050.60   Delivery Qty: 12,844
425. STAR             63.9%   Close: ₹994.60   Delivery Qty: 135,547
426. BALAJEE          63.9%   Close: ₹27.41   Delivery Qty: 10,272
427. BIRLACORPN       63.9%   Close: ₹902.30   Delivery Qty: 44,748
428. 5PAISA           63.9%   Close: ₹351.00   Delivery Qty: 26,288
429. GOODLUCK         63.8%   Close: ₹1502.30   Delivery Qty: 26,907
430. BANSWRAS         63.8%   Close: ₹125.49   Delivery Qty: 20,834
431. MAXESTATES       63.7%   Close: ₹392.60   Delivery Qty: 29,980
432. ENERGY           63.7%   Close: ₹38.95   Delivery Qty: 112,097
433. INDUSTOWER       63.7%   Close: ₹390.00   Delivery Qty: 2,496,736
434. PRIVISCL         63.7%   Close: ₹3660.50   Delivery Qty: 69,367
435. BAJFINANCE       63.7%   Close: ₹1149.00   Delivery Qty: 6,011,462
436. BATLIBOI         63.6%   Close: ₹84.02   Delivery Qty: 16,082
437. AMBALALSA        63.6%   Close: ₹42.70   Delivery Qty: 1,040,500
438. TATACAP          63.6%   Close: ₹360.60   Delivery Qty: 545,133
439. GOODYEAR         63.5%   Close: ₹871.35   Delivery Qty: 49,980
440. XCHANGING        63.5%   Close: ₹68.39   Delivery Qty: 38,735
441. ELGIEQUIP        63.5%   Close: ₹591.20   Delivery Qty: 355,789
442. RAMCOIND         63.5%   Close: ₹327.95   Delivery Qty: 75,303
443. PFC              63.5%   Close: ₹420.00   Delivery Qty: 5,487,120
444. GRANULES         63.5%   Close: ₹825.70   Delivery Qty: 525,607
445. PRSMJOHNSN       63.5%   Close: ₹108.84   Delivery Qty: 43,529
446. DEVIT            63.5%   Close: ₹27.47   Delivery Qty: 41,872
447. RECLTD           63.4%   Close: ₹368.00   Delivery Qty: 2,234,673
448. WELSPLSOL        63.3%   Close: ₹50.57   Delivery Qty: 78,339
449. TITAN            63.3%   Close: ₹4935.00   Delivery Qty: 748,166
450. COASTCORP        63.3%   Close: ₹48.53   Delivery Qty: 280,780
451. ALICON           63.3%   Close: ₹694.85   Delivery Qty: 6,390
452. MUKANDLTD        63.3%   Close: ₹142.25   Delivery Qty: 33,275
453. GREENPLY         63.3%   Close: ₹287.65   Delivery Qty: 62,594
454. SKFINDIA         63.3%   Close: ₹1493.30   Delivery Qty: 27,524
455. BALMLAWRIE       63.2%   Close: ₹174.42   Delivery Qty: 86,029
456. ARMANFIN         63.2%   Close: ₹1998.80   Delivery Qty: 19,324
457. HLVLTD           63.2%   Close: ₹7.09   Delivery Qty: 106,560
458. ISGEC            63.2%   Close: ₹832.35   Delivery Qty: 25,130
459. KOKUYOCMLN       63.2%   Close: ₹85.15   Delivery Qty: 30,253
460. GFLLIMITED       63.1%   Close: ₹48.37   Delivery Qty: 33,820
461. ALLDIGI          63.1%   Close: ₹813.10   Delivery Qty: 7,435
462. TIMKEN           63.1%   Close: ₹3231.90   Delivery Qty: 38,656
463. RAMAPHO          63.1%   Close: ₹126.23   Delivery Qty: 37,479
464. HTMEDIA          63.0%   Close: ₹26.50   Delivery Qty: 201,750
465. PARKHOTELS       63.0%   Close: ₹123.70   Delivery Qty: 55,103
466. GODREJAGRO       63.0%   Close: ₹563.25   Delivery Qty: 38,746
467. KARURVYSYA       63.0%   Close: ₹341.45   Delivery Qty: 1,104,728
468. ORICONENT        63.0%   Close: ₹54.58   Delivery Qty: 10,425
469. MANBA            62.9%   Close: ₹134.68   Delivery Qty: 100,818
470. MASFIN           62.9%   Close: ₹310.75   Delivery Qty: 66,163
471. NITTAGELA        62.9%   Close: ₹1637.70   Delivery Qty: 10,489
472. SHREERAMA        62.8%   Close: ₹38.29   Delivery Qty: 88,417
473. RADICO           62.8%   Close: ₹4450.00   Delivery Qty: 212,918
474. FLAIR            62.8%   Close: ₹249.95   Delivery Qty: 45,718
475. SBILIFE          62.8%   Close: ₹1899.00   Delivery Qty: 951,926
476. AUROPHARMA       62.7%   Close: ₹1585.90   Delivery Qty: 1,406,275
477. UFLEX            62.7%   Close: ₹475.35   Delivery Qty: 23,861
478. BALAJITELE       62.6%   Close: ₹85.12   Delivery Qty: 46,518
479. METROPOLIS       62.6%   Close: ₹584.50   Delivery Qty: 103,921
480. ATL              62.6%   Close: ₹23.30   Delivery Qty: 53,290
481. CMSINFO          62.6%   Close: ₹279.40   Delivery Qty: 293,048
482. CARRARO          62.6%   Close: ₹540.40   Delivery Qty: 37,330
483. WAAREEINDO       62.6%   Close: ₹313.35   Delivery Qty: 55,719
484. TNPL             62.5%   Close: ₹153.56   Delivery Qty: 40,613
485. MONARCH          62.5%   Close: ₹394.25   Delivery Qty: 151,302
486. MONTECARLO       62.5%   Close: ₹538.15   Delivery Qty: 25,775
487. SONAMLTD         62.5%   Close: ₹54.17   Delivery Qty: 13,538
488. AJAXENGG         62.5%   Close: ₹593.80   Delivery Qty: 21,038
489. INDIASHLTR       62.5%   Close: ₹732.45   Delivery Qty: 78,489
490. LAXMICOT         62.4%   Close: ₹14.26   Delivery Qty: 6,535
491. AWFIS            62.4%   Close: ₹273.05   Delivery Qty: 98,940
492. REDTAPE          62.4%   Close: ₹130.49   Delivery Qty: 147,870
493. ABLBL            62.3%   Close: ₹94.57   Delivery Qty: 327,482
494. APTUS            62.3%   Close: ₹260.60   Delivery Qty: 787,450
495. RAMCOSYS         62.3%   Close: ₹592.10   Delivery Qty: 108,337
496. DRCSYSTEMS       62.3%   Close: ₹13.57   Delivery Qty: 32,112
497. WSI              62.2%   Close: ₹60.01   Delivery Qty: 16,646
498. GUFICBIO         62.2%   Close: ₹397.05   Delivery Qty: 36,374
499. RATNAMANI        62.2%   Close: ₹2374.30   Delivery Qty: 7,648
500. RML              62.2%   Close: ₹1173.60   Delivery Qty: 15,377

Indian Market Headlines

1. Final Trade: Markets Snap 4-Day Rally; Sensex Falls 210 Pts, Nifty Slips Below 24,650 - The Indian Awaaz
   Source: The Indian Awaaz
   Summary: Final Trade: Markets Snap 4-Day Rally; Sensex Falls 210 Pts, Nifty Slips Below 24,650 The Indian Awaaz
   Link: https://news.google.com/rss/articles/CBMirgFBVV95cUxNcldPTFlLT0lYemNrNElmek5Zdkdnd05BWWMtS1UtNEYzb1dHc09wNDBuRGpOWVZtVmhFam05TGk4VjVETzRYRFpWdVhIUEpqa0x0SzRtaVRFOHVla1NjYThRb3ZBS2R3ZG1vSElMclo4UTk0c1BqQ043Z2E4bVBiZ3NfcEZ0MjZodFBEb3VhOG5JQ095RzQxRzc4T0xOdzJ4VWNtMzl1VHhBalFpOGc?oc=5

2. Closing Auction Session debuts successfully; BSE, NSE report strong participation - livemint.com
   Source: livemint.com
   Summary: Closing Auction Session debuts successfully; BSE, NSE report strong participation livemint.com
   Link: https://news.google.com/rss/articles/CBMi4wFBVV95cUxPR1V6Q25HRGpzcS1KMWY2RWw0ckRVdjNycm9qMnM4Z3NPX1p5SXlDZW9HZ1FPejNUWjNPeXRCOGdwYTdEaHpMcGJJX3dPNDF0UGtxc2Q4SDNPMWZ2S3NCV2tmdWtjYkRwNWZMaXdIYmx5X1g3Y1dHTU55d1pRbnIzMk1zSW1BV0lrN2U3anJ1ZjJNWlpYOUdiMVJ2TTkwdkNHOTBodzlNeXE1bk93b3M4c0VEZVpUTjAtUU13dy12MmlGU2JzRDk3ZElwMTlMcGxFYXo5bXExX0RmOHMyUWVKNDhySdIB6AFBVV95cUxPMTFMUGh0TjBHSUF6UnJrMDBlcTNobzMwcVl0bEdQc2RBSDd6eTI4ZWtFOHJQYXc3NmFwT09qRTFKZGdWWkUtV0J4VFRGbE1iQXJSbWJDeVNaUDF5QjFHakFGS0hBZmdiajNaOXlJWFZEdHJRZ0VLZzRORGp1UU9OVkVpOEE1bEJRaFpnUEtjUklrM1RnSGRLVVdIN093U1lkT1NsWGpka2dDZ0ZRVzJnV0hoZEtXd3VsWGxrSHRLaW9TSzlGQTUwMDEtM2kyaTM2MkU2alBaWk1CODY2a0NTU1RCOXBFcVVS?oc=5

3. India's new closing auction stokes sharp Nifty swings, options volatility on weekly expiry - Reuters
   Source: Reuters
   Summary: India's new closing auction stokes sharp Nifty swings, options volatility on weekly expiry Reuters
   Link: https://news.google.com/rss/articles/CBMivwFBVV95cUxPekJ2anc5Nl9hUXJxY1ZHRDgtUXp3UmE0MHp4VzhZQnJTMC1LS1VXZDdoOWJPM09jWk9XdXY3Vzl0YzgyaG95Zk84ZERtUVRMaHY3MTRIdmhvbEVkMDJ1ZVNUTG8zd1ZlYkctRWFpOE1NT0k0d2c1NksyTjVQU2lPWmZ5cWVxSHJLQ1lJV3hnb25fV2E1c05mdk85SDR1Mm9Ra3IyUDBHdS0xT1E0eFIyUDhoZDkxY18xQnk0bFplaw?oc=5

4. Share Market Today: Nifty 50, Bank Nifty | Aug 04, 2026 - Liquide Blog
   Source: Liquide Blog
   Summary: Share Market Today: Nifty 50, Bank Nifty | Aug 04, 2026 Liquide Blog
   Link: https://news.google.com/rss/articles/CBMixgFBVV95cUxOS2lKRFVXVXV4ZG8wWEh3VF9GNjJlWlNmNkIyRG16OTJqaWVWUGdkc2xRYUFvaWtZeWhOOVFJeHhNSDhjcWl0QUZOREN4Vk5NN3RVSjFCRllPN3FlMDJQVU5McHFPLVk5Qm9RQS02Nm5kVWNzZnZBNWU4bWY4ejFHckNCMXBuLXBYTlNvYXRXZVlNUzFZNWlnUjlLUDJsdmhfT2FtSjV0WnlRRlpXMFRwbFQtRy1aNmhxT290RDRURXl5a3RsVUE?oc=5

5. Green Energy Stocks Show Mixed Performance As Broader Indian Markets End Lower (04 August 2026) - SolarQuarter
   Source: SolarQuarter
   Summary: Green Energy Stocks Show Mixed Performance As Broader Indian Markets End Lower (04 August 2026) SolarQuarter
   Link: https://news.google.com/rss/articles/CBMiygFBVV95cUxNbGc3VHk3U2I5amcwX0dHN21TblBpNmF2V1huRExOTnM0RE9zbjVJV3MxVGM0eVVMcm8xclZ1Z2pZOEotNDRhcUREdE9aY0pqbF8yXzFNUTRta2w3UU9SYmxpaW5lQkRIdS04SDBXZlZiX05PMlhPZVdNZUNkYXdZTFowdC1wZHZkRVFDSGQyNWxhTC1HcFBKMzJzLXd5SERVamRlbnFFVjZ6c1hRbHZnY1pEUkhzM0I2ckdXTW9fR2duc3NpblJnNWpn?oc=5

6. Nifty, Sensex Slip as New Closing Auction, RBI Meet Weigh - HDFC Sky
   Source: HDFC Sky
   Summary: Nifty, Sensex Slip as New Closing Auction, RBI Meet Weigh HDFC Sky
   Link: https://news.google.com/rss/articles/CBMixAFBVV95cUxOS0YxWWhfQUl3a0FrdzFXazJmMndqa0kwelVaNWdWMDBYdHlHREVyVFVSalNzVXE5blFHZEk1RUNuUXpWUndDNXBzUkVyRk56bnJLcUJ6eDlXdnFMOVlsQktWZ2JOX1hFODZPMER2XzNoMG1vRHhMdXV1TUZ2bFdPZ3NCNDRydngzUGF4UjJZVUlwVzUyY1JUdksxTFlObXNGMzd6OHFHa2ZYaUYxMWZHcU9hd0Q5c1Y2bE5sU25hMEVZWTBR?oc=5

7. Sensex Today | Nifty50 | Stock Market Highlights: Nifty snaps 4-day winning streak, ends below 24,650; Se... - The Economic Times
   Source: The Economic Times
   Summary: Sensex Today | Nifty50 | Stock Market Highlights: Nifty snaps 4-day winning streak, ends below 24,650; Se... The Economic Times
   Link: https://news.google.com/rss/articles/CBMihAJBVV95cUxQYWFXZE4zVjhneVBrc0VSRm50Q3lrb2RSa2VkMlJObkJvNWFQTEIxZ3c2ZC1fU1VTOUdQa1JieTVFOFBaQkV6ZTZhVFFKRzNjcWlMSlJ2RGdEWGFKV0RJTVlQN2M0R0Y2WXZfOEtMMzFWdk5MQkI1bS04M2ROMDJiNjB6VEZINmEzVWFVRFgxdlctWEI3TFNMcVBuNkpXUkFVYW9iWmZPNWcwYXY4X3JiaG9aenltUWstaGxqWk1mcVp5MG1DRmhudGtHMTR4OVYzLU5GRTlXRWJpZmpBWk13THVNSzh0Ynlab29wZ3V0TEFBY0s2ODZDWm5SZXZqY0FacHo2RNIBigJBVV95cUxNQ3dtdVJzTEtIeWlsSXozVFpzT0dMckwwWF9mT0FQQllUM2NyRDJQcjlLelMySG5McWlQcUJsLUZQOEprUElwTG53MkZRajdMbDhUSlpGSTFTTHlvQ0cwUkJfQXFxTnhyRVVGenNPNUt6VzhMZW8zNTFhZEZkRlBLMjZfVm41d1RkTkZ5WENnc3ZVaXhXbF9teFVXeEhmdGtVaXEzY0Y4WDlaM3Z2T0F4T0lWekcxLXM2TGVZT1VjN0k4YWFVV1EyeUU1LXJ3ODE2R004MlVNd2xuN0E3UzFuRm95c3ZHcmlPTFdLZ0s3WkVRZVJZM3VOcFR2Tk9Lb3FzbTIwY05BWXp2QQ?oc=5

8. Closing Bell: Nifty below 24,650 as market snaps four-day gains; RBI policy in focus - Moneycontrol.com
   Source: Moneycontrol.com
   Summary: Closing Bell: Nifty below 24,650 as market snaps four-day gains; RBI policy in focus Moneycontrol.com
   Link: https://news.google.com/rss/articles/CBMiowJBVV95cUxOVWdtbWFIYUhEYXhuOEwtNGREemNUZUlMZERTN2wwWDdhTm82UnpoQVJNeHg4czlySElXZmpUMzBFMWJhbWhGUDFDMVhDTWQ2UjJjazRMQW5fT2tyenJrNzltWi1kQ1FBTG5wSHY2THR6Q3dLaTQ1Sk9weHk3MHpJOWFxYVl6QlduMHhLdzlZcWExY0VjQ19kWTFKN0RIMzN3bWRfdHZXTUdPLVFqd0V6WEo1SlRYb2JXZFFpMkdQZzFoalJWdmdNTlBVX2l5a1YzdEtzY3lNSk5HSUNxZkFqeUwteUp2ZlkxRGZURkRzY3NXV0pzOWU3UU1RYk9hVTNzRVR0bk5OWjZyNTFTMmEtSFZiTGlNUEh5RjR6M21Zbnk3RVXSAagCQVVfeXFMUDdrdzVzaG5Md2c1S2VyUnBiaFlZalljSTc2cmtiRFlvV3hOXzMtZGJqOHlTLTZBWU5QVDhXQ0R6d0lUNFVnTkk3aXR1S0VFQ3JMTEFqOUZuUXduYklWTTczRGtIeWRHRElYelNhazBSc0hLd05xQklkdFlSOXA4UHdTUXZ0cGZFYjAwTldCUVZoWk00ZllxcVZhQ1hjMmJ4NGstNU5ud2ZLcG1wWXdaYW9jUHBvTEZ2eTN5bFZqaUwzR3JzWjBUYTBaSUUxMTBrTDkzY3J1NEZXUmIwTmowb0JQNmx1UWZnX3Jxc3ZxSV9Xb0RSQmNrdzNfVjUtUXlMazF2Y25pVUIxclBSYTJIRWxDVk93dm8zNTZ2YzdVMWZJTHBmU0IxRlY?oc=5

9. Sensex Falls 210 Points, Nifty Closes at 24,615 After Closing Auction; New CAS Mechanism Triggers Fresh Vol - News18
   Source: News18
   Summary: Sensex Falls 210 Points, Nifty Closes at 24,615 After Closing Auction; New CAS Mechanism Triggers Fresh Vol News18
   Link: https://news.google.com/rss/articles/CBMi_wFBVV95cUxQT2otYUVFOVN2elFwZ0p5YnRHM3FkR1RrekFDVk1xcC1ILXRYTHk1ZG5UMUVMaTJ1TFRORTU1aFZZTUgzbTVPeTU0T0hzZW5fTEdrOElCTkhLUF9DMFRlY3FnRmJwaUZuVlpTT2Joc2VPa2otbjFnRy1GYWxXdl9vb2FKdXlGeG5veUZqeFhkcHhkaENsWlVnQ3NaNFFyMFNhNlV0NjNZZVN4ZEVLTkZudkZmQ1k1WlVVOUVLNkVqRENQZDNKWGUxMVRKWFJMdjFDdGR2aUlLeS11ekJwWDlRX01jTEFOejBPSjZJM3RoUkhVb2wwQ1B4cUl2d3FnclHSAYQCQVVfeXFMT29OanVDWFA3Q2JxTXdzLWdOSkZUTXVIOTUyRlBvcEZ5dm9wOTYzemYyYjJkZmdDem56eURpYnVYUkp1dDdCeFR4VVhWWFg1RDRhYWhkc2xJU1pZRHNlZlVrbnktckpsQmlwSzBObmFVR0p4RHBOdzAwbGVEd1ZjT1hkRFA1cEt1R2Nlby1FZjFFRkNQaE4xQ2k2VUhhRDluQVhBelZXcTFuSlNQTkNSb1lQOUNBeUxmaG5RMG1KakpyYnNSSmdfdVJpUFVxTU96M3ZJNERsd1Faa3ctSkxld0xHZllJTmpiaWJERWtGUElmWmV4UHpjQ19ScEh2UXc1MzQ1alQ?oc=5

10. Nifty trades below 24,500 level; realty shares decline - Business Standard
   Source: Business Standard
   Summary: Nifty trades below 24,500 level; realty shares decline Business Standard
   Link: https://news.google.com/rss/articles/CBMi0AFBVV95cUxNbzFvS0lJaUlmTTU1MUZFMS14QmpCNGdGamZ0NHJhTlBZUExUTS1nSjJVMkVhdi03dFJFM1p0YUo1elRER3VDQU0zcU5udy1hTzVQQ3E0ekpCeWtLT0RTblBuWTNic1FBaDdoZ2I4MEdiekR5alBSNHVETkFFRW1hMVY3SDhNenQtQ25oeWJsNElzazRFQXdjcDB3U3A3bVNGbS04TFMtUnJnU3A1MnBKQ3dqcmJ2bUxMVVpDUlhBcngwc0JGSnFjenpDNXFuck9z0gHWAUFVX3lxTE8wRGpISGcya2tnajdyeUVjUDM5QUp3SElsaHktbmVmNXBtbnlQNjVFZlotd0pEVG9zVFRyNHAwZnpqdXhqZWE3YXdyMjVib2dHZ3lyQWowTlAyTEdJVDlBQVlKMXM3U3FEc2NHVTNxRzh5Zk1OVkFEWFRuREtJb3dTR202UHpieGttZkhSaXlwT0QxTkJpWmEwNlhsTXBmeFNhcmJpVGpEWmxMS2FEUFRSN0d6bkNzRzhmMm1yaDZ2c0JJX0dlUmpQNm01RngwUFlITWxpNXc?oc=5

Auto-generated by your Indian stock market AI agent.
