Indian Stock Market Report - 2026-06-10

Coming Week Sector Outlook
- The metal sector appears relatively weak due to the impact of Middle East tensions on oil and metal stocks.
- The market is expected to remain range-bound, with investors staying cautious ahead of US inflation data.
364. MBLINFRA         65.2%   Close: ₹25.98   Delivery Qty: 102,322
365. ENERGY           65.2%   Close: ₹39.02   Delivery Qty: 267,097
366. SUTLEJTEX        65.2%   Close: ₹36.93   Delivery Qty: 33,638
367. AMIRCHAND        65.2%   Close: ₹119.70   Delivery Qty: 66,439
368. HDFCLIFE         65.2%   Close: ₹549.55   Delivery Qty: 2,004,897
369. NILASPACES       65.2%   Close: ₹11.90   Delivery Qty: 319,563
370. JYOTISTRUC       65.2%   Close: ₹12.24   Delivery Qty: 6,877,213
371. PRIMO            65.0%   Close: ₹24.26   Delivery Qty: 97,349
372. SURAJEST         65.0%   Close: ₹189.19   Delivery Qty: 19,043
373. PNGJL            64.9%   Close: ₹537.70   Delivery Qty: 78,710
374. BLKASHYAP        64.9%   Close: ₹53.63   Delivery Qty: 87,507
375. STEL             64.9%   Close: ₹533.75   Delivery Qty: 7,534
376. RAMASTEEL        64.8%   Close: ₹5.21   Delivery Qty: 3,834,379
377. PTC              64.8%   Close: ₹181.49   Delivery Qty: 747,144
378. AQYLON           64.7%   Close: ₹56.99   Delivery Qty: 4,123,016
379. GPPL             64.7%   Close: ₹152.10   Delivery Qty: 573,203
380. FIEMIND          64.7%   Close: ₹2238.00   Delivery Qty: 25,042
381. CREDITACC        64.6%   Close: ₹1267.80   Delivery Qty: 62,467
382. MVGJL            64.5%   Close: ₹147.64   Delivery Qty: 35,353
383. MAHEPC           64.5%   Close: ₹107.23   Delivery Qty: 11,775
384. BRIGHOTEL        64.5%   Close: ₹62.65   Delivery Qty: 38,040
385. KOTARISUG        64.5%   Close: ₹24.72   Delivery Qty: 15,131
386. BANSWRAS         64.5%   Close: ₹129.29   Delivery Qty: 47,408
387. KOHINOOR         64.4%   Close: ₹23.52   Delivery Qty: 13,588
388. TRU              64.4%   Close: ₹5.68   Delivery Qty: 41,714
389. ASALCBR          64.4%   Close: ₹814.20   Delivery Qty: 9,420
390. SHARDAMOTR       64.4%   Close: ₹783.10   Delivery Qty: 18,815
391. PRIVISCL         64.3%   Close: ₹3131.60   Delivery Qty: 63,253
392. MID150           64.2%   Close: ₹22.27   Delivery Qty: 9,891
393. WELSPUNLIV       64.2%   Close: ₹140.21   Delivery Qty: 578,064
394. AKSHAR           64.2%   Close: ₹0.45   Delivery Qty: 985,344
395. KABRAEXTRU       64.2%   Close: ₹234.36   Delivery Qty: 8,440
396. EIMCOELECO       64.2%   Close: ₹1546.30   Delivery Qty: 14,623
397. SKFINDIA         64.2%   Close: ₹1573.60   Delivery Qty: 13,691
398. JISLDVREQS       64.2%   Close: ₹22.95   Delivery Qty: 9,958
399. VENUSPIPES       64.2%   Close: ₹1374.40   Delivery Qty: 35,446
400. MUKANDLTD        64.1%   Close: ₹135.37   Delivery Qty: 26,159
401. IGARASHI         64.1%   Close: ₹370.25   Delivery Qty: 18,677
402. IMAGICAA         64.1%   Close: ₹42.06   Delivery Qty: 181,223
403. HCG              64.1%   Close: ₹636.00   Delivery Qty: 41,647
404. OSWALGREEN       64.0%   Close: ₹22.75   Delivery Qty: 65,685
405. INTLCONV         64.0%   Close: ₹78.70   Delivery Qty: 16,367
406. ROSSELLIND       64.0%   Close: ₹54.55   Delivery Qty: 21,868
407. IPCALAB          63.9%   Close: ₹1630.20   Delivery Qty: 110,064
408. RAMKY            63.9%   Close: ₹430.65   Delivery Qty: 56,791
409. VESUVIUS         63.9%   Close: ₹449.15   Delivery Qty: 34,089
410. SUMEETINDS       63.8%   Close: ₹27.44   Delivery Qty: 595,985
411. SUYOG            63.8%   Close: ₹698.45   Delivery Qty: 17,998
412. MSUMI            63.8%   Close: ₹37.38   Delivery Qty: 3,526,670
413. THOMASCOTT       63.8%   Close: ₹255.50   Delivery Qty: 12,192
414. ORIENTHOT        63.7%   Close: ₹101.50   Delivery Qty: 76,702
415. TIMKEN           63.7%   Close: ₹3549.60   Delivery Qty: 22,786
416. JUBLFOOD         63.7%   Close: ₹425.05   Delivery Qty: 1,791,140
417. MAXIND           63.7%   Close: ₹157.79   Delivery Qty: 10,793
418. MOHEALTH         63.7%   Close: ₹47.61   Delivery Qty: 68,221
419. DHARMAJ          63.6%   Close: ₹275.05   Delivery Qty: 6,376
420. EVINDIA          63.6%   Close: ₹30.33   Delivery Qty: 90,506
421. GODREJAGRO       63.6%   Close: ₹560.65   Delivery Qty: 93,001
422. SHALBY           63.5%   Close: ₹165.87   Delivery Qty: 48,176
423. SIGMA            63.5%   Close: ₹40.58   Delivery Qty: 32,195
424. KARURVYSYA       63.5%   Close: ₹272.70   Delivery Qty: 3,125,151
425. BIRLAMONEY       63.4%   Close: ₹128.35   Delivery Qty: 21,923
426. IIFL             63.4%   Close: ₹496.30   Delivery Qty: 1,227,548
427. BEPL             63.4%   Close: ₹95.71   Delivery Qty: 145,904
428. FRONTSP          63.3%   Close: ₹1476.80   Delivery Qty: 13,051
429. SYNCOMF          63.2%   Close: ₹14.12   Delivery Qty: 849,468
430. SRTL             63.2%   Close: ₹41.35   Delivery Qty: 28,326
431. BHAGERIA         63.2%   Close: ₹207.85   Delivery Qty: 84,176
432. PRABHA           63.1%   Close: ₹157.12   Delivery Qty: 11,057
433. DREAMFOLKS       63.1%   Close: ₹67.95   Delivery Qty: 59,913
434. GATECH           63.1%   Close: ₹0.52   Delivery Qty: 1,432,230
435. MAITHANALL       63.0%   Close: ₹967.20   Delivery Qty: 29,810
436. ADVANIHOTR       63.0%   Close: ₹52.03   Delivery Qty: 26,284
437. GMRP&UI          62.9%   Close: ₹104.85   Delivery Qty: 700,438
438. 3BBLACKBIO       62.9%   Close: ₹1253.40   Delivery Qty: 32,735
439. SHREECEM         62.9%   Close: ₹23850.00   Delivery Qty: 34,589
440. MBEL             62.9%   Close: ₹269.55   Delivery Qty: 40,206
441. STARHEALTH       62.8%   Close: ₹524.40   Delivery Qty: 262,607
442. ARMANFIN         62.8%   Close: ₹1603.50   Delivery Qty: 22,910
443. ADVENTHTL        62.7%   Close: ₹124.73   Delivery Qty: 103,057
444. APTUS            62.7%   Close: ₹252.55   Delivery Qty: 745,493
445. HATSUN           62.7%   Close: ₹892.10   Delivery Qty: 8,375
446. MID150CASE       62.7%   Close: ₹11.00   Delivery Qty: 912,551
447. LT               62.7%   Close: ₹3917.50   Delivery Qty: 1,274,884
448. IRIS             62.7%   Close: ₹232.85   Delivery Qty: 15,915
449. SUVIDHAA         62.7%   Close: ₹2.63   Delivery Qty: 44,436
450. XCHANGING        62.7%   Close: ₹63.02   Delivery Qty: 55,759
451. NAUKRI           62.6%   Close: ₹971.25   Delivery Qty: 742,294
452. KCPSUGIND        62.5%   Close: ₹22.88   Delivery Qty: 91,649
453. TERASOFT         62.5%   Close: ₹437.35   Delivery Qty: 16,762
454. MAANALU          62.5%   Close: ₹122.92   Delivery Qty: 59,205
455. TTL              62.5%   Close: ₹7.00   Delivery Qty: 173,670
456. SENCO            62.4%   Close: ₹330.20   Delivery Qty: 455,526
457. SHRIRAMFIN       62.3%   Close: ₹897.35   Delivery Qty: 2,508,927
458. FOODSIN          62.2%   Close: ₹53.99   Delivery Qty: 76,819
459. 3IINFOLTD        62.2%   Close: ₹16.43   Delivery Qty: 76,783
460. RSL              62.2%   Close: ₹128.02   Delivery Qty: 51,424
461. SOLEX            62.0%   Close: ₹1040.50   Delivery Qty: 18,874
462. BESTAGRO         62.0%   Close: ₹15.75   Delivery Qty: 109,517
463. AGI              62.0%   Close: ₹615.20   Delivery Qty: 63,563
464. MFSL             61.9%   Close: ₹1598.30   Delivery Qty: 530,974
465. HCLTECH          61.9%   Close: ₹1132.10   Delivery Qty: 990,407
466. AGARWALEYE       61.9%   Close: ₹449.00   Delivery Qty: 64,798
467. ICICIB22         61.9%   Close: ₹117.36   Delivery Qty: 200,670
468. GAEL             61.9%   Close: ₹156.94   Delivery Qty: 330,626
469. LAMBODHARA       61.8%   Close: ₹103.14   Delivery Qty: 13,258
470. SAIPARENT        61.7%   Close: ₹550.65   Delivery Qty: 153,400
471. INTERNET         61.7%   Close: ₹11.74   Delivery Qty: 112,342
472. ESSARSHPNG       61.7%   Close: ₹22.85   Delivery Qty: 84,159
473. SUBROS           61.6%   Close: ₹709.85   Delivery Qty: 15,091
474. SIS              61.6%   Close: ₹415.45   Delivery Qty: 73,642
475. ULTRACEMCO       61.6%   Close: ₹10866.00   Delivery Qty: 289,819
476. RANASUG          61.6%   Close: ₹12.55   Delivery Qty: 173,419
477. SIMPLEXINF       61.6%   Close: ₹260.25   Delivery Qty: 74,085
478. APLAPOLLO        61.5%   Close: ₹1762.40   Delivery Qty: 252,734
479. KAMATHOTEL       61.5%   Close: ₹163.89   Delivery Qty: 42,692
480. HDFCNIF100       61.5%   Close: ₹24.95   Delivery Qty: 22,453
481. WSTCSTPAPR       61.5%   Close: ₹498.70   Delivery Qty: 36,004
482. AMBALALSA        61.5%   Close: ₹33.05   Delivery Qty: 20,969
483. IGIL             61.4%   Close: ₹360.20   Delivery Qty: 437,412
484. KRSNAA           61.4%   Close: ₹534.80   Delivery Qty: 27,769
485. JAGRAN           61.4%   Close: ₹62.62   Delivery Qty: 329,113
486. KPIL             61.3%   Close: ₹1273.30   Delivery Qty: 87,973
487. JASH             61.3%   Close: ₹447.25   Delivery Qty: 95,095
488. PPAP             61.3%   Close: ₹205.76   Delivery Qty: 6,617
489. INDIANHUME       61.3%   Close: ₹286.05   Delivery Qty: 46,203
490. UCAL             61.2%   Close: ₹99.31   Delivery Qty: 7,338
491. ESAFSFB          61.2%   Close: ₹27.30   Delivery Qty: 191,195
492. ORTINGLOBE       61.2%   Close: ₹18.02   Delivery Qty: 29,846
493. HYUNDAI          61.1%   Close: ₹1891.00   Delivery Qty: 797,707
494. KOTAKBANK        61.1%   Close: ₹388.10   Delivery Qty: 13,103,701
495. GROWWHOSPI       61.1%   Close: ₹51.89   Delivery Qty: 191,258
496. HPAL             61.1%   Close: ₹35.07   Delivery Qty: 15,960
497. LGEINDIA         61.0%   Close: ₹1540.40   Delivery Qty: 220,032
498. SPLPETRO         61.0%   Close: ₹675.90   Delivery Qty: 24,004
499. MULTICAP         61.0%   Close: ₹15.82   Delivery Qty: 40,454
500. PGIL             61.0%   Close: ₹1641.70   Delivery Qty: 23,739

Indian Market Headlines

1. Domestic equity market delivers return of 200% during Modi's 12-year tenure - The New Indian Express
   Source: The New Indian Express
   Summary: Domestic equity market delivers return of 200% during Modi's 12-year tenure The New Indian Express
   Link: https://news.google.com/rss/articles/CBMixgFBVV95cUxOaHMzTWxYLWJzV2p0LXZXb0l4NEM5cVozaWFhYndmSFlkOG5ubVd0U2N0YkdwQkdMOXp2ZjVxZXVuV3hIU21kSGcyaldoWlRveWduRTVzOTNDTWhCcXJ2Mk1SUWNQcEJvRkJtRXFyQktRTkh1SW5ScFdaUlFxbFd1ZmI2OU9FM09hSTk3TmYtMm53aGM1MGlNY3BEcG1vZWJWamJzQlNnWVdVVVFob2pGd3FFN3dBXzdRTC1YTlF1NFktUVZYOFHSAdMBQVVfeXFMTVBMN3hqTVg4NFFVN0tmN2ZJckYyWlVJdWFIZGR5YnhQbjhhbXlMemVua2VfWWJtLTU3LTRFSGdDeVA4dXRmekZpVnI2VnRiby04SllSb0xfeGlSN3lNNUxob1hqRnBmZ3lQR3NIbmtyT3IyTTR3OWhrUHpRbVV3UTRKcXlzZ2VnQ3pveTBmcGpNM1VYYkNGVDUxV050aFNsNkpXbnpQOXhPaF9RYWVEazg1akhXeElIS2R1a2VlemFhUFFiMEEyanBUU0RHcUNvSDdMWQ?oc=5

2. Stock Market Outlook Today, June 11, 2026: Sensex, Nifty Expected to Remain Range-Bound; Reliance in Focus - Goodreturns
   Source: Goodreturns
   Summary: Stock Market Outlook Today, June 11, 2026: Sensex, Nifty Expected to Remain Range-Bound; Reliance in Focus Goodreturns
   Link: https://news.google.com/rss/articles/CBMi2gFBVV95cUxQMXNFNzM4c2RtOTJ2NEo0SnBQZU9XeHR0RDJCMkVmNklqVkxKbFAzY2RqVERjQlZ0bXJ4YV9kakJMYml2eERYcWQwQ1lyYWlWc3k4dUlTU0NGS055TW16V1Z5cy1IQ2JMUGxjc210bFF2TVBuay1YR2d0anpnZElMS2w4MHU1bV9VWUhJak1jVG1FeFNza2l0WW1LeUd6ckxYZUFfS0pXSFo4QkpHcWl0R19RLVVtdGVka1hyM3dzbXZZdkZuOEZXdmRMc29uM2JOeEtBSlRFMjBEUQ?oc=5

3. Sensex Ends Slightly Higher, Nifty Slips as Metal, PSU Bank Stocks Drag - INDIA New England News
   Source: INDIA New England News
   Summary: Sensex Ends Slightly Higher, Nifty Slips as Metal, PSU Bank Stocks Drag INDIA New England News
   Link: https://news.google.com/rss/articles/CBMinwFBVV95cUxNc1pDSmQxSHpnN0IyZ1liN2I1bURxR19yVjYzZnFVT1lDUVptazFSZnExOVZWRGxlUmRQQ1B4aU9XcFNVLXlzMU1HSTJNOVYtc0xXQ2pUa2NCaXNBU240NC1iNmxpOE4tV1FnVFRmM0MyT2tTY09aYzBMbWdFV0NxY2RLMXBkMEd6N0gxR1g0LUd1eTljYUJvMnpCZDJuWmc?oc=5

4. Closing Bell: SENSEX, Nifty End Mixed as Crude Rebounds, Middle East Tensions Persist and Investors Stay Cautious Ahead of US Inflation Data - India Infoline
   Source: India Infoline
   Summary: Closing Bell: SENSEX, Nifty End Mixed as Crude Rebounds, Middle East Tensions Persist and Investors Stay Cautious Ahead of US Inflation Data India Infoline
   Link: https://news.google.com/rss/articles/CBMijAJBVV95cUxNVWxDLVZUSmlyRG9mbXdDeExBaERJR2RudWNmaUlYTzVkaHp4YVlnUnVCdjRTYUJxcWo0WlMzRDdsT2lLZkZLbGIwbGhYc1pzWlpiWmFDSGNEM2FJNHozM0xNbm5rWGxRVk5tRFlWVncwOXk5QTNaRjN2QWdHbEpzZmxvVDhxeUtraGVUQkl1QnlXMGg2dGNoQnkyMGIwcG9kTE54OUdjT3gwd0JHSHozMTRndE90TFZEY3lDemRhRlU0dU9xc25iWDgyX3ktS01leERERnRuUHk5RUcwdldWNXVoSm0zakFuX0lYSTRKbjcza0dPRWJVVFVGVW5iMkZwbWhXQ216N3lQRmMz?oc=5

5. Share Market Today: Nifty 50, Bank Nifty Prediction | June 10, 2026 - Liquide Blog
   Source: Liquide Blog
   Summary: Share Market Today: Nifty 50, Bank Nifty Prediction | June 10, 2026 Liquide Blog
   Link: https://news.google.com/rss/articles/CBMigAFBVV95cUxObU9RdDBQY2tlRy1oNWJ5Zm40bkVwRjRmNExDWFppSTBUSU55RTVZbjAzUldaSURYYWFyd0ZYS0g4TGZQc1dmZUotN3RTRnhoa1l1Z2ZkMTZDS291MmdpLUJTWjF4eE02Qzd0dHNIMVBUYW1QdVh1N245cVFxeHNoUA?oc=5

6. Sensex today | Stock Market Highlights: Sensex, Nifty end flat as early gains fade; gold prices slide sharply - BusinessLine
   Source: BusinessLine
   Summary: Sensex today | Stock Market Highlights: Sensex, Nifty end flat as early gains fade; gold prices slide sharply BusinessLine Sensex Today | Nifty 50 | Stock Ma...
   Link: https://news.google.com/rss/articles/CBMiwgFBVV95cUxNX25XQ2JRM1RUWENyVzcwcFBpbzV5bHhRVGs4ZUZxWi1oSXRMb3ZpZTJjdVBqS21zUW5YMTVIcVZwaDMzMHpRZ1VaMWJ5WWFERzEtTjBvRmxvWnpkblhyWmFWdWJGLTlFRmxSVlBTdlhoMUNjWWhneFBZek9QLTVLTExMa0diaVViYTZlUWpmMENXYXphWWtzZExGdHhWS3lSY0l3NHhmSWc4ZDQ1SmR3RVhQQ19JaVpBWFlna2RlaFFDQQ?oc=5

7. Stock Market Today: Sensex Ends Green, Nifty Below 23,300 Pts Amid Domestic Support - APAC Media
   Source: APAC Media
   Summary: Stock Market Today: Sensex Ends Green, Nifty Below 23,300 Pts Amid Domestic Support APAC Media
   Link: https://news.google.com/rss/articles/CBMid0FVX3lxTE9JQVZFX3EtYVlDVThjUGhqWC0wV0FESDdpMEFiS2ZlbnlUS3pzN1hHMFlUaXltTG1ENVdQMnJ4eTl3cy1Wcm00QWN1a0tGbVVJUGRrVUJvdFVSOW9WZVpxRlZaQXQ4bUg1cGhfZjkxVWVBbnpwY0Fn?oc=5

8. Stock market today: Which are top 10 gainers and losers on NSE & BSE on June 10? Check list - The Times of India
   Source: The Times of India
   Summary: Stock market today: Which are top 10 gainers and losers on NSE & BSE on June 10? Check list The Times of India
   Link: https://news.google.com/rss/articles/CBMilAJBVV95cUxQeGowR2Jhb1dkb1lWNzN1TW1pbDdORjRiY0x4bmw0bmx2UzIwdGtWRFdsbTV0aWtYV2ttd0o3RldsdkhkNEdNVnA4c2g2R1lseXlmREFsMFU0SWtWY0pVUjJPajltRVMtWkowbVJMWTdHc0V1cjZTYlVsQlU3MXp2emJMWmduLVdlekV2MGtNSjJzVXNJck5Wa3plZzJQd25rOVlSRHpxNnFIYm1CSkVUR0RWd18yN1lVbXpPWmxQZnV0cUlvdlhvSVh3b1JhV0tPSTdqREhmdzhyRzlxOEVvdWttbU5vYV9fWHd6YmcxNERibHlYREM5TjEyc09Qb2U1OGZMVjBiXzVjNklGbGZkN2htZ2rSAZoCQVVfeXFMTUNqbklHLU1GZ0Z4TDRKYWdBNGl5ZURXck5fcUpjVEYzU2NweFZvZ2w0SWE2d1lPSmdOcXEtUTNSODVPTkdoOTFVZ0wxYllfYzNmeHI1UXIybjdESExacWxsZVhtWVhwRlFFWEZuXzJscVdjZ0xlSzhUdlJxa0pGYzkwa3h2SmM0dXZhMk1XQkdqbTZHODQyUlBLTVlNMjZLeE5pdWx5ZzRkTlJqLURWVXE5RVZUYmlWNEdkWlZrbEpqcVdpb2ZTNTF0TGxNMFFVcTl3eElRRzdvMXMtZThlWW5sY3plVWdIRHB0RU1KUjlBRWF0bEluOEdNSjQ4YzVWejQ1OWNVaHpxeW5BdnlCejZ6NGI0cmtwOGRR?oc=5

9. Sensex, Nifty Flat: West Asia Tensions Drag Oil, Metal Stocks - Rediff MoneyWiz
   Source: Rediff MoneyWiz
   Summary: Sensex, Nifty Flat: West Asia Tensions Drag Oil, Metal Stocks Rediff MoneyWiz
   Link: https://news.google.com/rss/articles/CBMirwFBVV95cUxPYVhsWGd0YWdHUlkxUm90bV9qYW5IM0prNUFibEtJeTJQQ2U3NDd4eGlNM3lIWkxfQm9NV2ozSmtEeGxYVC1xa1pvWmtwUWJvZXppcHNuc1Z1NHZXSF9vanRHbFhVWURzRWJCYTBTdUhZRy1RLWNLMWF0ZWttb1V2QWdCTG1IU2JJTU9yMUhwMkRwLUlYSkZ1aG5PVXpsUkdkaV9QREdPTlV4YXRETVFn0gG0AUFVX3lxTE1oWE15V3VPWldTcGxCZ1JzMFlrM0p2eldyNmxkTDVVTGtUUmp2NTJIckFhSWxLOV96Unl0WXc1SXhBZndTWUFhMFBNdDVtMDNkcjB5UGFzLUF2UzBxSW9TSHF1ZHR0ZjdlLU14WDljVVFfRUtCYnktNmV0VmVLT1pQQzgzVzVwdkN6UThSSjVpdG5EaGtlZ0tfUXVzdy03UnBmTmwtd2U4V3NIZktnUGV1Xy1PSQ?oc=5

10. Sensex Today Ends 64 Points Higher | Nifty Below 23,250 | Hindalco Drops 3% - Equitymaster
   Source: Equitymaster
   Summary: Sensex Today Ends 64 Points Higher | Nifty Below 23,250 | Hindalco Drops 3% Equitymaster
   Link: https://news.google.com/rss/articles/CBMizAFBVV95cUxOZzNxaEhxY20xdF81X1E4VnFaMHVYUjFpSWMyMHFzc0pKOTVpOEpwYjE2dGxHb0NlZ3NRVHdjOHRxcmJ4bm9nSlZQUDJqcFpzZWdvM3ZuSTk2SzZoNDRHM3ZTVHQtYnphTEdtSmxFWVRoU3gteGtObk13UU1wQ2F4bGxWd09zVm9aVXhrRWwxZUdEMm5WeTU2cWhmYWZENkRyZ1RJX1o2T0RFcjRnUUEybW5DRk9MLWJoZDJNR1JEY2JuX18yMl9yZExPLVA?oc=5

Auto-generated by your Indian stock market AI agent.
