Indian Stock Market Report - 2026-06-03

Coming Week Sector Outlook
- The IT sector appears weak due to significant declines in major IT stocks, which dragged the Sensex and Nifty lower.
364. MARATHON         63.9%   Close: ₹421.45   Delivery Qty: 19,207
365. VINATIORGA       63.9%   Close: ₹1304.50   Delivery Qty: 45,413
366. EUREKAFORB       63.8%   Close: ₹443.10   Delivery Qty: 115,394
367. GATECHDVR        63.8%   Close: ₹0.48   Delivery Qty: 311,671
368. RRIL             63.8%   Close: ₹20.04   Delivery Qty: 19,921
369. ZEELEARN         63.7%   Close: ₹6.94   Delivery Qty: 521,036
370. JISLJALEQS       63.7%   Close: ₹29.12   Delivery Qty: 2,423,932
371. PPAP             63.7%   Close: ₹213.41   Delivery Qty: 7,507
372. BLAL             63.7%   Close: ₹183.79   Delivery Qty: 17,127
373. KHADIM           63.7%   Close: ₹99.65   Delivery Qty: 19,612
374. WELCORP          63.6%   Close: ₹1413.60   Delivery Qty: 1,210,077
375. BLIL             63.6%   Close: ₹72.15   Delivery Qty: 33,946
376. DABUR            63.6%   Close: ₹417.85   Delivery Qty: 2,133,154
377. LYPSAGEMS        63.6%   Close: ₹4.98   Delivery Qty: 7,648
378. HDBFS            63.6%   Close: ₹648.45   Delivery Qty: 187,454
379. KAMOPAINTS       63.5%   Close: ₹5.15   Delivery Qty: 126,119
380. EMBDL            63.5%   Close: ₹57.01   Delivery Qty: 1,592,884
381. AMBUJACEM        63.5%   Close: ₹426.95   Delivery Qty: 5,468,507
382. ORIENTLTD        63.5%   Close: ₹58.89   Delivery Qty: 9,803
383. GULFPETRO        63.5%   Close: ₹41.98   Delivery Qty: 273,506
384. EXPLEOSOL        63.4%   Close: ₹880.35   Delivery Qty: 29,698
385. JINDALPOLY       63.3%   Close: ₹651.40   Delivery Qty: 21,723
386. TOLINS           63.3%   Close: ₹98.55   Delivery Qty: 116,927
387. MWL              63.3%   Close: ₹380.65   Delivery Qty: 9,921
388. BRNL             63.2%   Close: ₹19.35   Delivery Qty: 30,645
389. IGARASHI         63.2%   Close: ₹372.85   Delivery Qty: 13,642
390. UNITECH          63.1%   Close: ₹4.84   Delivery Qty: 2,449,244
391. ATLANTAELE       63.1%   Close: ₹2050.10   Delivery Qty: 73,254
392. MUNJALSHOW       63.1%   Close: ₹127.58   Delivery Qty: 19,789
393. FMCGADD          63.1%   Close: ₹48.14   Delivery Qty: 40,404
394. UFO              63.1%   Close: ₹73.79   Delivery Qty: 19,793
395. TRANSWORLD       63.0%   Close: ₹161.21   Delivery Qty: 11,448
396. ARIES            63.0%   Close: ₹330.90   Delivery Qty: 10,048
397. RUCHIRA          63.0%   Close: ₹113.30   Delivery Qty: 15,434
398. GLOBE            62.9%   Close: ₹2.33   Delivery Qty: 231,133
399. KMSUGAR          62.8%   Close: ₹26.48   Delivery Qty: 30,340
400. INTENTECH        62.7%   Close: ₹94.97   Delivery Qty: 10,133
401. ASHIANA          62.7%   Close: ₹355.70   Delivery Qty: 21,411
402. SOLEX            62.7%   Close: ₹1149.90   Delivery Qty: 40,200
403. FRONTSP          62.6%   Close: ₹1508.00   Delivery Qty: 19,580
404. NESTLEIND        62.6%   Close: ₹1391.50   Delivery Qty: 1,081,022
405. HINDUNILVR       62.6%   Close: ₹2090.60   Delivery Qty: 967,562
406. NTPC             62.6%   Close: ₹366.80   Delivery Qty: 6,779,210
407. MON100           62.6%   Close: ₹339.36   Delivery Qty: 440,968
408. INDIANHUME       62.4%   Close: ₹303.15   Delivery Qty: 27,635
409. VISHWARAJ        62.4%   Close: ₹5.75   Delivery Qty: 182,463
410. MANUGRAPH        62.4%   Close: ₹15.52   Delivery Qty: 29,027
411. UTIAMC           62.4%   Close: ₹924.70   Delivery Qty: 51,243
412. VINNY            62.4%   Close: ₹1.08   Delivery Qty: 105,381
413. JUBLINGREA       62.2%   Close: ₹631.05   Delivery Qty: 301,636
414. EMULTIMQ         62.2%   Close: ₹41.94   Delivery Qty: 13,788
415. GVPTECH          62.2%   Close: ₹6.49   Delivery Qty: 15,866
416. NRL              62.2%   Close: ₹71.51   Delivery Qty: 172,666
417. SHARDAMOTR       62.1%   Close: ₹828.30   Delivery Qty: 37,585
418. TRAVELFOOD       62.1%   Close: ₹1251.40   Delivery Qty: 22,102
419. RUBFILA          62.1%   Close: ₹75.07   Delivery Qty: 11,619
420. RUSTOMJEE        62.1%   Close: ₹391.45   Delivery Qty: 9,490
421. ZENITHSTL        62.1%   Close: ₹5.78   Delivery Qty: 142,148
422. AHCL             62.0%   Close: ₹13.72   Delivery Qty: 599,895
423. STOVEKRAFT       62.0%   Close: ₹619.45   Delivery Qty: 80,501
424. BIKAJI           62.0%   Close: ₹649.30   Delivery Qty: 80,022
425. RAMASTEEL        62.0%   Close: ₹5.29   Delivery Qty: 1,548,620
426. POWERGRID        62.0%   Close: ₹285.05   Delivery Qty: 8,054,881
427. FABTECH          61.8%   Close: ₹152.06   Delivery Qty: 47,883
428. BAGFILMS         61.8%   Close: ₹5.03   Delivery Qty: 57,391
429. PIXTRANS         61.7%   Close: ₹1632.50   Delivery Qty: 8,972
430. PGHL             61.7%   Close: ₹6108.50   Delivery Qty: 8,598
431. RNBDENIMS        61.7%   Close: ₹10.38   Delivery Qty: 636,675
432. AARNAV           61.7%   Close: ₹25.27   Delivery Qty: 9,630
433. SHREECEM         61.6%   Close: ₹24775.00   Delivery Qty: 16,109
434. GATECH           61.5%   Close: ₹0.55   Delivery Qty: 3,346,032
435. NILAINFRA        61.5%   Close: ₹7.97   Delivery Qty: 94,632
436. RMDRIP           61.5%   Close: ₹15.49   Delivery Qty: 497,122
437. EIHAHOTELS       61.4%   Close: ₹302.85   Delivery Qty: 8,432
438. AXITA            61.3%   Close: ₹7.87   Delivery Qty: 142,044
439. GRASIM           61.3%   Close: ₹3101.60   Delivery Qty: 282,232
440. ZOTA             61.2%   Close: ₹1225.60   Delivery Qty: 79,556
441. TEXINFRA         61.1%   Close: ₹98.79   Delivery Qty: 66,798
442. ARVINDFASN       61.1%   Close: ₹477.20   Delivery Qty: 135,625
443. MANAKCOAT        61.1%   Close: ₹104.81   Delivery Qty: 96,035
444. SHREDIGCEM       61.1%   Close: ₹72.22   Delivery Qty: 17,047
445. SRF              61.1%   Close: ₹2718.40   Delivery Qty: 324,397
446. TIIL             61.1%   Close: ₹2453.40   Delivery Qty: 8,447
447. UPL              61.0%   Close: ₹646.05   Delivery Qty: 1,254,781
448. MIRZAINT         61.0%   Close: ₹29.96   Delivery Qty: 65,472
449. HPAL             60.9%   Close: ₹35.62   Delivery Qty: 21,190
450. VERANDA          60.9%   Close: ₹232.99   Delivery Qty: 132,236
451. PSPPROJECT       60.9%   Close: ₹820.05   Delivery Qty: 115,275
452. RKEC             60.8%   Close: ₹31.26   Delivery Qty: 9,086
453. MEDICAMEQ        60.8%   Close: ₹265.70   Delivery Qty: 7,389
454. LOVABLE          60.8%   Close: ₹69.72   Delivery Qty: 7,168
455. INDGN            60.7%   Close: ₹519.95   Delivery Qty: 123,095
456. UNITDSPR         60.7%   Close: ₹1262.90   Delivery Qty: 364,929
457. VIPULLTD         60.7%   Close: ₹8.97   Delivery Qty: 16,107
458. SICAGEN          60.7%   Close: ₹57.48   Delivery Qty: 7,345
459. ESSARSHPNG       60.7%   Close: ₹23.31   Delivery Qty: 105,754
460. HDFCNEXT50       60.6%   Close: ₹71.51   Delivery Qty: 62,367
461. IGL              60.6%   Close: ₹161.48   Delivery Qty: 1,574,455
462. RUSHIL           60.6%   Close: ₹15.14   Delivery Qty: 237,113
463. VGL              60.4%   Close: ₹65.93   Delivery Qty: 12,560
464. KAVDEFENCE       60.4%   Close: ₹60.33   Delivery Qty: 58,199
465. SMALLCAP         60.4%   Close: ₹44.73   Delivery Qty: 1,165,651
466. WPIL             60.3%   Close: ₹430.35   Delivery Qty: 10,277
467. INVENTURE        60.3%   Close: ₹0.96   Delivery Qty: 733,315
468. PDSL             60.2%   Close: ₹303.30   Delivery Qty: 58,025
469. OMPOWER          60.2%   Close: ₹168.45   Delivery Qty: 426,262
470. AMBALALSA        60.2%   Close: ₹35.77   Delivery Qty: 96,246
471. PVTBKGROWW       60.2%   Close: ₹26.24   Delivery Qty: 10,425
472. OAL              60.1%   Close: ₹310.90   Delivery Qty: 7,330
473. VSTIND           60.1%   Close: ₹253.50   Delivery Qty: 97,059
474. ABDL             60.0%   Close: ₹572.20   Delivery Qty: 190,375
475. SOLARINDS        60.0%   Close: ₹18577.00   Delivery Qty: 159,673
476. SWELECTES        60.0%   Close: ₹661.95   Delivery Qty: 18,075
477. VASWANI          60.0%   Close: ₹58.95   Delivery Qty: 102,328
478. HCL-INSYS        60.0%   Close: ₹13.11   Delivery Qty: 511,462
479. BAJAJINDEF       59.9%   Close: ₹247.30   Delivery Qty: 10,503
480. VBL              59.8%   Close: ₹533.40   Delivery Qty: 2,690,397
481. NUCLEUS          59.7%   Close: ₹727.05   Delivery Qty: 12,612
482. KAMATHOTEL       59.7%   Close: ₹182.38   Delivery Qty: 34,387
483. RSWM             59.6%   Close: ₹173.24   Delivery Qty: 35,205
484. MULTICAP         59.6%   Close: ₹15.98   Delivery Qty: 877,890
485. AXISBANK         59.6%   Close: ₹1255.20   Delivery Qty: 4,740,421
486. JYOTHYLAB        59.6%   Close: ₹199.98   Delivery Qty: 321,025
487. PAKKA            59.6%   Close: ₹83.27   Delivery Qty: 82,960
488. CANFINHOME       59.5%   Close: ₹818.15   Delivery Qty: 68,104
489. CONS             59.5%   Close: ₹11.45   Delivery Qty: 35,594
490. XELPMOC          59.5%   Close: ₹97.66   Delivery Qty: 6,707
491. TIMEX            59.4%   Close: ₹433.20   Delivery Qty: 370,774
492. AKSHAR           59.4%   Close: ₹0.45   Delivery Qty: 559,942
493. IOC              59.4%   Close: ₹137.38   Delivery Qty: 8,486,021
494. KUANTUM          59.4%   Close: ₹76.84   Delivery Qty: 76,721
495. MON50EQUAL       59.4%   Close: ₹32.39   Delivery Qty: 7,093
496. THOMASCOOK       59.4%   Close: ₹91.44   Delivery Qty: 475,111
497. PSUBANK          59.4%   Close: ₹819.57   Delivery Qty: 31,911
498. SOMATEX          59.4%   Close: ₹101.95   Delivery Qty: 15,065
499. ROSSELLIND       59.3%   Close: ₹54.62   Delivery Qty: 13,773
500. STUDDS           59.3%   Close: ₹441.90   Delivery Qty: 20,873

Indian Market Headlines

1. IT Stocks Drag Sensex, Nifty Lower; PSU Banks Help Markets Trim Losses - INDIA New England News
   Source: INDIA New England News
   Summary: IT Stocks Drag Sensex, Nifty Lower; PSU Banks Help Markets Trim Losses INDIA New England News
   Link: https://news.google.com/rss/articles/CBMingFBVV95cUxPZnM2VV9GXzZLN2gtZDRTSmpuN2lwR0VkV3B3VHVLXzQzSnktWkpPOS1rdzNpVzNMRGYyRDBabUJIeTh4Snk2UElocXZ5RVdYaVZSN1NyUnJ0aFZjcVFZNGVkbFFPLWo1VkdMVzllT0NSTW14V2thZ3FVR1JZSEU2enF4QXZaRHliNkNud0o5MElSQzNicHFFZkRPbkkzZw?oc=5

2. Market Wrap: Nifty and Sensex Close Lower Amid Mixed Sectoral Performance - scanx.trade
   Source: scanx.trade
   Summary: Market Wrap: Nifty and Sensex Close Lower Amid Mixed Sectoral Performance scanx.trade
   Link: https://news.google.com/rss/articles/CBMixgFBVV95cUxNVGtOM1hjYVlFS2ZTOEZMRkR2VHpfTXQ3OFNyWUs4MmNCa1ZKajI0SE5GRDdUb2h3VmY1b3Bsa3k2TGt2VzVfcVVjSTg4ZWxYU2V6S0lieTVHVjVkSjhWV3packNfWjlSbW1TaVVpbzNuSW5hNmc0ZGxjdlFrYlc3bXFUUURZS1FXbzdENWxLRVFHYktaZG1LQUsyb0hxTDFnZHdFdXd1d3NXN1J3QnNmN2ZzRkdiNzZqbFkzR1l2aTZqUVRjalE?oc=5

3. Sensex, Nifty Decline: IT Stocks & Crude Oil Prices Drag Markets - Rediff MoneyWiz
   Source: Rediff MoneyWiz
   Summary: Sensex, Nifty Decline: IT Stocks & Crude Oil Prices Drag Markets Rediff MoneyWiz
   Link: https://news.google.com/rss/articles/CBMisgFBVV95cUxNODRWakc5OW53QXBOSUZUOHQxVXBCOTVQNmdsZTBacEJ5YWV2MDNVbWFvRUo1U0pEaDRONUdQRWN4d29iRHNGeXZXOFBjNUNFS2haLUR4QUJfSnBSYUU3Zkl3QXIzdU12V0YxTHdOUXVCOFJ3TGoxYTV4eTlIM0U4R25oc0JXbHczT295dkhuWWlvbUJoMENFckhXNVlrd0RrcmtqSjkxMU9zZk9NS0NjU3ZR0gG3AUFVX3lxTE9YUmtZNldoVWhXQXI0WlVSTDNCRXNtdlotVTR5a3M5Y2pWSVJXdmZrSFlmUlV4U0M1Nnk1dkJ0R1FRSE9RdkRyR01xUGVvQkM0OFRzc3RDSGN4SThPYWU4QmVhcVFmVGVQd3BqTWdOZE52NGh5RVhXdVZDbTFnWE9ZbW9sVjFjUURGSmk3MWxQMndRd2RCM0tOSXozUExEZWc1RHNsQm9IS25OUDNQTW94dGd6NGFmNA?oc=5

4. Why Sensex and Nifty Fell Today Despite a Strong Recovery in Banking Stocks - Open Magazine
   Source: Open Magazine
   Summary: Why Sensex and Nifty Fell Today Despite a Strong Recovery in Banking Stocks Open Magazine
   Link: https://news.google.com/rss/articles/CBMisgFBVV95cUxOQVBiakR0RjF1RDQ3SXpBWHRiLXFqYUQzcjFKVzI5bHBpdGx4N05PdHp6NmpLZndBUkxDNFBRSHFDdWM3NE9lV3JaVDdyMHZmdFBxdldSR2h5cXhGQmQ2Q3Ruc01McXhlajdScWRlMGowSlAtVHRBV2o3bDZhV2luVVRDZjBqUHlGY0VzTEZLSkUxa0pFckt1OHcyMm9zSGE3U3pMc2RvaThlWGRHc0UxbFpB?oc=5

5. Sensex, Nifty close in red as investors dump IT stocks - Mid-day
   Source: Mid-day
   Summary: Sensex, Nifty close in red as investors dump IT stocks Mid-day
   Link: https://news.google.com/rss/articles/CBMi6wFBVV95cUxPeVJTM0lLc2xGdnliOU1ReWNKNGs4RG5UZ3YtQUJOc2FUcFNIYWt4SW4zckN4bTh2V0F3Ymh4MjhUajh1MS1BaWFtWldCc1M2cUN3RzFIdWdtVjJ0TVBUSlNMczFQOXc4bkliakk4WEVzN2YxNXI0aHpxcGNCTnlKcHRCbEZJYTgyWlB3UkRCdTlGcjZIejY4NEZxenRORDJhbTNkemo3ak9fOGlGV255UHIxakFjX1VyYTRqYmNsNkNuZHB2bDctYzEzZVIxY2ZabVBlZkFhZlBGT3FrRld6RjJ4RTJYVml4MnQw0gHwAUFVX3lxTE1rd3JBRllkZVRFOEJEczNraDViRV9qakJXT01ZSS1YSElzV1ZhdjN2Vl95NE1jTXJqQU0zeGRSaDBMU2FZYTJ4LXZCTDV2LVE1ZDVQMzIzd0tXN1dvQjJ2SFJGN05JTTJZcDh4TmtWOWF6OEduTjFvTVB3MXZpS0JVcjdwMW1aWkVmYlFoWHEyU0laVFhheWtwNzdIczZ6a3Fzb1ZQSzU0OHVHZGNXc05TbVdKdWZFTVNpMG9pOFN1UkJyUWdqSW1JWWNLUV92V016bkVnV2lvdUthX3VRZFJNSTYzTnN0eUgxUGNGVDhrcg?oc=5

6. Share Market Today: Nifty 50, Bank Nifty Prediction | June 3, 2026 - Liquide Blog
   Source: Liquide Blog
   Summary: Share Market Today: Nifty 50, Bank Nifty Prediction | June 3, 2026 Liquide Blog
   Link: https://news.google.com/rss/articles/CBMif0FVX3lxTE1rT3EtRE9SdktLcUlxSDFkNG9Sbkpxc0EwUUVVMHkzWENkNGhNV0tLMDhPTTRvempNdHRjNUZpSG1VNTBST2M1d0pWaFRxR1lIU1RNMUp4X1dUU2E2TVVzNno0eXc0QnNGRi1BVm9SR2FRdk1kS3ljNVhKOWRzUmc?oc=5

7. Sensex, Nifty trim losses as banking stocks offset IT rout, focus shifts to RBI MPC meeting - BusinessLine
   Source: BusinessLine
   Summary: Sensex, Nifty trim losses as banking stocks offset IT rout, focus shifts to RBI MPC meeting BusinessLine
   Link: https://news.google.com/rss/articles/CBMi6gFBVV95cUxQRFBFSVZtdDh0dEZVc0dyZWpvUE1kakQwUUFuZlFVR0RVVXl2LUVOUElkckxnUEZsWElHbWJzVE5pV0N3WmFKMWR6ZG52QlBldXRyMFI5d3laSWJsS2lGY2xpS2xkeXd5eVhzTmE1a2FfeGExNHM1SlpIMVpua3ZXSTlFenY2TjlZQ0Z4Z0cxQ1RYQnYtU3BfcUtCRmlKM1JIME1saUotdENqZUI0TUJ0ZXFXNWlDOGhwZThNWUV5d0VfakhGd2kxRVFPNlZPTWxILTNsRUFnY0ZzTnU5Qlc5LXFsZ2FjeGRTZ3fSAfABQVVfeXFMTjVjU2ltejNRV01aVWVfdzAwQUZvcVR4RzlMZUlISWdzSDhjRTBDOVQzNUY1dEhOU2NmeUxCdzZ5WjhJRVFHVTB4elNrLUMteHVMTWRPdnRBZzlMd3lIWFMwTF9xemgyMUt3VmVRUF9pNmh1bWFXd2lDSDVWVENwNjQwVldHR2JaU05Oelp5WnRTZGNjRkNuRWRUb3ctZ2dKbWdndTJlMnBUa3BqOVc1YXlodjQ3QnlQOW1vaFpPajJPcllpTll2ZFNSV1BZZDNabHRkT2ZKdWJpX242dXJJOGYzVTc4UkU2d041bVoxWVBL?oc=5

8. Sensex falls over 300 pts, Nifty slips amid fresh tariff concerns and geopolitical tensions - ANI News
   Source: ANI News
   Summary: Sensex falls over 300 pts, Nifty slips amid fresh tariff concerns and geopolitical tensions ANI News
   Link: https://news.google.com/rss/articles/CBMi2AFBVV95cUxQUHBmS1FEdDRBOUV4bVV6bmU2cnJ3TktTMENZMC04VkRsem5kcFRCLW9YWmZwZzladTEtVmpaNkU5Wm5SMEY5d1haYVVCSkxLbHltbzRjMnZlZnh2X2ZpUXMzLUFEenBlWC1VbmJkaUpNWktYNmlFTUlKMHdqa3RwdHdSb3dEMnF4YUxpa1M2VDduOXNEemFEeGRTem56bkZaVldObUFWSS1mYVZYbDBLcWlObDJGWHZBaEtjZjkzb0R4Wi1PUXFtV2c1d01VeWtaYnEzTTlBMUg?oc=5

9. Sensex Today Ends 304 Points Lower | Nifty Below 23,450 | Infosys Down 4% - Equitymaster
   Source: Equitymaster
   Summary: Sensex Today Ends 304 Points Lower | Nifty Below 23,450 | Infosys Down 4% Equitymaster
   Link: https://news.google.com/rss/articles/CBMiygFBVV95cUxQb1ZsSXgxV0tHVXBPWHJmLWtaVjV5bmVOWHRKUGF3S2JVVE1UZW1lN2lHdVk5dFM1V2QtSzhtVG5BODQ4OXVhMkNjcG5WWXRqTEhDVG80UDBoM1NfXzFlS09WdVFDeEVCVl9MZ2l3VmlpX0V1Wk9WejRpbUdHcDBzZXhsTUU3RmpKc0x1TmM1ZUpodF95V0JNRzBaTUgzU01pTkpzX1d0d3VWaTFQOW5uU0JOUkVWaEJ5YzJVbUswUHRqT0w1Xzd0ckRR?oc=5

10. Sensex rebounds 850 points from day's low to end 300 points down: 10 key highlights from Indian stock market today - Mint
   Source: Mint
   Summary: Sensex rebounds 850 points from day's low to end 300 points down: 10 key highlights from Indian stock market today Mint
   Link: https://news.google.com/rss/articles/CBMijwJBVV95cUxPNnd2VDlMRFViWlVVLV9peXpOYlVRZ3l5MndWS0NtcjRSUXpENTkzZWpINXFzU3dzUk9VX1c0WVlhbTRFY2JKWGNXNHkwbGNNNURGZGVBQzFHOXZrdzFBYVgwSndIRlVzVVVVeFQ4eEhzWUtTT1JPbS1iMWdlVHp4YXRPTVMwcW5WUTFiSmZqSVJXdGMxMGFMNGpVNGNBZlBfQzVWTGhvdGpxM0lCNTJsMzYzazNMcVhDbzA4UThCLWpBcGlwRktEYzVsVi1nQ1M2YVNYT0ZyU0ZGbnZkczY0bHpWdmE4elN0bjRNbjQ2WTFseURjcjh1eWpJSUNkREg3REtMM013TDFWMFo5NjFj0gGUAkFVX3lxTE9EM3dLLXBKQXNZdkFBcWpYZTFQSHhJSWxnS1ZvblA0Yi13dkdXTGhyMXdvZ2tVREVkOHBzS1F5cGZjV202SzY5dm1EX2taTHZ3dXdpOGlBdkdmejFhaTAyTlZRM1ZRalVpZWxsU0JPMllXNEZxbDVxb2czQ0hmek5wdXdYR2VDaVRBU0VmQWRpMHZ6ZGFqcmRSZUZiRjdCSXdTYWk0ZHNQSGRjbTJReVk1M1pOSlFmZ096ZGF6LVY5dFQzejI3bWgxNXBhTUZCVUZrNDkwSXF6Zno1YUtmNWpWX3BqUm5nb3dZeGpiTkRyS1VkcGtkanRFS3FGY2Y0X3A5cDBFcHZ4ellmdHJpcXl5ZUlNTQ?oc=5

Auto-generated by your Indian stock market AI agent.
