Indian Stock Market Report - 2026-07-15

Coming Week Sector Outlook
- Banking and financial stocks appear relatively constructive going into the coming week, driven by their recent performance in leading market gains.
366. ASIANPAINT       63.9%   Close: ₹2670.00   Delivery Qty: 516,939
367. MMFL             63.9%   Close: ₹520.50   Delivery Qty: 53,343
368. HINDALCO         63.9%   Close: ₹955.80   Delivery Qty: 3,371,206
369. HUHTAMAKI        63.9%   Close: ₹222.29   Delivery Qty: 114,488
370. BHARTIARTL       63.7%   Close: ₹1918.30   Delivery Qty: 3,671,177
371. ARTEMISMED       63.7%   Close: ₹276.20   Delivery Qty: 93,962
372. GROWWEV          63.7%   Close: ₹31.17   Delivery Qty: 98,993
373. COMFINTE         63.6%   Close: ₹5.60   Delivery Qty: 147,169
374. AMAGI            63.5%   Close: ₹561.35   Delivery Qty: 118,630
375. PNGSREVA         63.5%   Close: ₹405.30   Delivery Qty: 32,719
376. PTL              63.5%   Close: ₹39.76   Delivery Qty: 14,645
377. HDFCBANK         63.5%   Close: ₹815.45   Delivery Qty: 13,642,307
378. TORNTPHARM       63.5%   Close: ₹5017.80   Delivery Qty: 494,521
379. TIRUMALCHM       63.4%   Close: ₹166.39   Delivery Qty: 593,841
380. SBIBPB           63.4%   Close: ₹48.60   Delivery Qty: 40,535
381. SHARDAMOTR       63.4%   Close: ₹845.80   Delivery Qty: 16,179
382. DGCONTENT        63.3%   Close: ₹26.36   Delivery Qty: 17,681
383. SEIL             63.3%   Close: ₹206.60   Delivery Qty: 61,151
384. NTPCGREEN        63.2%   Close: ₹92.98   Delivery Qty: 1,816,889
385. PFC              63.2%   Close: ₹405.65   Delivery Qty: 3,796,917
386. PROZONER         63.1%   Close: ₹42.20   Delivery Qty: 84,871
387. KOTARISUG        63.1%   Close: ₹25.44   Delivery Qty: 11,893
388. MANGALAM         63.1%   Close: ₹27.93   Delivery Qty: 9,293
389. VAML             63.0%   Close: ₹449.60   Delivery Qty: 6,232,413
390. AMRUTANJAN       63.0%   Close: ₹533.95   Delivery Qty: 24,949
391. INDBANK          62.9%   Close: ₹33.28   Delivery Qty: 8,896
392. MOLDTECH         62.9%   Close: ₹126.08   Delivery Qty: 8,624
393. SUYOG            62.9%   Close: ₹873.05   Delivery Qty: 12,025
394. GANESHCP         62.8%   Close: ₹182.39   Delivery Qty: 33,052
395. GROWWNET         62.8%   Close: ₹10.14   Delivery Qty: 319,068
396. BFSI             62.8%   Close: ₹27.70   Delivery Qty: 100,349
397. JAYSREETEA       62.8%   Close: ₹82.94   Delivery Qty: 15,502
398. MARICO           62.7%   Close: ₹844.45   Delivery Qty: 909,361
399. TEXMOPIPES       62.7%   Close: ₹43.60   Delivery Qty: 8,418
400. KAVDEFENCE       62.6%   Close: ₹59.86   Delivery Qty: 39,936
401. VESUVIUS         62.6%   Close: ₹466.50   Delivery Qty: 182,225
402. SHYAMMETL        62.6%   Close: ₹1033.75   Delivery Qty: 377,221
403. MEDICAMEQ        62.5%   Close: ₹236.85   Delivery Qty: 7,629
404. SKFINDIA         62.5%   Close: ₹1527.80   Delivery Qty: 27,832
405. CANHLIFE         62.5%   Close: ₹153.10   Delivery Qty: 1,923,239
406. NITTAGELA        62.5%   Close: ₹1881.40   Delivery Qty: 10,578
407. HARRMALAYA       62.4%   Close: ₹219.19   Delivery Qty: 24,548
408. GROWWCAPM        62.4%   Close: ₹11.68   Delivery Qty: 210,236
409. ARVSMART         62.4%   Close: ₹604.90   Delivery Qty: 8,480
410. NTPC             62.4%   Close: ₹344.35   Delivery Qty: 7,084,769
411. GOPAL            62.4%   Close: ₹261.65   Delivery Qty: 44,285
412. MID150CASE       62.4%   Close: ₹11.63   Delivery Qty: 527,260
413. VEDL             62.4%   Close: ₹260.55   Delivery Qty: 13,530,353
414. RECLTD           62.2%   Close: ₹351.70   Delivery Qty: 2,418,061
415. GRANULES         62.2%   Close: ₹898.05   Delivery Qty: 442,457
416. NESTLEIND        62.2%   Close: ₹1424.40   Delivery Qty: 826,854
417. GULFOILLUB       62.2%   Close: ₹1026.30   Delivery Qty: 53,935
418. SESHAPAPER       62.1%   Close: ₹218.09   Delivery Qty: 13,290
419. NILASPACES       62.1%   Close: ₹12.30   Delivery Qty: 134,031
420. DOLLAR           62.1%   Close: ₹263.60   Delivery Qty: 63,797
421. ADVANIHOTR       62.0%   Close: ₹52.08   Delivery Qty: 16,277
422. ELECON           62.0%   Close: ₹478.00   Delivery Qty: 589,417
423. GATEWAY          61.9%   Close: ₹59.20   Delivery Qty: 459,404
424. CPPLUS           61.9%   Close: ₹3719.30   Delivery Qty: 155,362
425. BASF             61.8%   Close: ₹3700.50   Delivery Qty: 12,204
426. VIKASECO         61.8%   Close: ₹1.19   Delivery Qty: 1,237,998
427. BANKBETA         61.8%   Close: ₹59.67   Delivery Qty: 89,561
428. GODREJCP         61.8%   Close: ₹1052.70   Delivery Qty: 370,617
429. GODAVARIB        61.7%   Close: ₹263.30   Delivery Qty: 68,749
430. JYOTISTRUC       61.7%   Close: ₹11.33   Delivery Qty: 2,041,339
431. RNBDENIMS        61.7%   Close: ₹9.87   Delivery Qty: 152,656
432. SRTL             61.7%   Close: ₹41.13   Delivery Qty: 85,125
433. JINDALPOLY       61.7%   Close: ₹675.60   Delivery Qty: 7,350
434. XCHANGING        61.7%   Close: ₹65.00   Delivery Qty: 46,718
435. DANGEE           61.6%   Close: ₹3.13   Delivery Qty: 21,560
436. SIGMA            61.6%   Close: ₹37.90   Delivery Qty: 11,293
437. LOTUSEYE         61.6%   Close: ₹120.11   Delivery Qty: 18,971
438. IT               61.6%   Close: ₹31.64   Delivery Qty: 303,345
439. SMALL250         61.4%   Close: ₹18.12   Delivery Qty: 255,000
440. SAKHTISUG        61.4%   Close: ₹16.78   Delivery Qty: 28,010
441. GLOBAL           61.3%   Close: ₹102.29   Delivery Qty: 26,672
442. SCODATUBES       61.3%   Close: ₹149.64   Delivery Qty: 111,397
443. KKCL             61.3%   Close: ₹501.40   Delivery Qty: 24,217
444. MANAKALUCO       61.3%   Close: ₹36.71   Delivery Qty: 21,856
445. INDIASHLTR       61.2%   Close: ₹815.20   Delivery Qty: 53,443
446. BAYERCROP        61.1%   Close: ₹4111.20   Delivery Qty: 8,217
447. SCPL             61.1%   Close: ₹477.05   Delivery Qty: 19,440
448. KAYA             61.1%   Close: ₹239.04   Delivery Qty: 13,143
449. CEMPRO           61.1%   Close: ₹1601.40   Delivery Qty: 410,403
450. LIBERTSHOE       61.1%   Close: ₹261.45   Delivery Qty: 14,871
451. ICICIB22         61.0%   Close: ₹115.74   Delivery Qty: 196,659
452. JINDALSTEL       61.0%   Close: ₹1042.20   Delivery Qty: 1,068,797
453. MONTECARLO       61.0%   Close: ₹539.95   Delivery Qty: 10,408
454. SYMPHONY         61.0%   Close: ₹702.70   Delivery Qty: 92,897
455. GRINDWELL        60.9%   Close: ₹2045.90   Delivery Qty: 27,883
456. GHCL             60.9%   Close: ₹436.55   Delivery Qty: 84,667
457. EIHAHOTELS       60.9%   Close: ₹327.55   Delivery Qty: 10,144
458. MANGLMCEM        60.9%   Close: ₹984.55   Delivery Qty: 87,852
459. MEDIASSIST       60.8%   Close: ₹355.85   Delivery Qty: 37,128
460. BAJEL            60.8%   Close: ₹182.15   Delivery Qty: 85,855
461. INDUSTOWER       60.8%   Close: ₹406.90   Delivery Qty: 3,807,964
462. THOMASCOTT       60.8%   Close: ₹320.70   Delivery Qty: 8,810
463. COALINDIA        60.7%   Close: ₹427.55   Delivery Qty: 3,414,253
464. HINDZINC         60.6%   Close: ₹527.75   Delivery Qty: 1,924,015
465. KCP              60.6%   Close: ₹171.23   Delivery Qty: 28,439
466. BHARATFORG       60.6%   Close: ₹2100.40   Delivery Qty: 436,089
467. REPCOHOME        60.5%   Close: ₹408.25   Delivery Qty: 26,421
468. LOVABLE          60.4%   Close: ₹76.70   Delivery Qty: 6,253
469. PRECAM           60.4%   Close: ₹142.87   Delivery Qty: 57,154
470. M&M              60.4%   Close: ₹3082.90   Delivery Qty: 1,435,735
471. GCSL             60.3%   Close: ₹502.95   Delivery Qty: 914,434
472. BAJAJHIND        60.2%   Close: ₹17.18   Delivery Qty: 1,963,556
473. UNIECOM          60.2%   Close: ₹85.94   Delivery Qty: 142,643
474. MOHEALTH         60.1%   Close: ₹51.12   Delivery Qty: 24,480
475. KRBL             60.1%   Close: ₹359.10   Delivery Qty: 217,339
476. MEDANTA          60.1%   Close: ₹1338.50   Delivery Qty: 59,884
477. INDOSTAR         60.1%   Close: ₹270.95   Delivery Qty: 93,205
478. GROWWRAIL        60.0%   Close: ₹29.06   Delivery Qty: 192,833
479. DLF              60.0%   Close: ₹657.75   Delivery Qty: 3,395,914
480. MENNPIS          60.0%   Close: ₹71.42   Delivery Qty: 36,731
481. UFO              60.0%   Close: ₹69.00   Delivery Qty: 24,154
482. AVROIND          60.0%   Close: ₹9.45   Delivery Qty: 248,553
483. WINDMACHIN       59.9%   Close: ₹311.70   Delivery Qty: 12,246
484. EPL              59.8%   Close: ₹238.23   Delivery Qty: 214,464
485. MAHLIFE          59.8%   Close: ₹371.65   Delivery Qty: 43,694
486. MANAKSIA         59.8%   Close: ₹57.03   Delivery Qty: 20,574
487. AURUS            59.8%   Close: ₹4.41   Delivery Qty: 19,644
488. NMDC             59.7%   Close: ₹84.89   Delivery Qty: 7,147,119
489. EICHERMOT        59.7%   Close: ₹7404.50   Delivery Qty: 452,809
490. RAJTV            59.6%   Close: ₹11.82   Delivery Qty: 14,948
491. CCL              59.6%   Close: ₹1223.00   Delivery Qty: 86,970
492. POWERGRID        59.6%   Close: ₹280.70   Delivery Qty: 5,901,001
493. MIDSMALL         59.5%   Close: ₹50.94   Delivery Qty: 147,285
494. CUMMINSIND       59.4%   Close: ₹5549.50   Delivery Qty: 310,107
495. IMAGICAA         59.4%   Close: ₹48.14   Delivery Qty: 330,723
496. INDRAMEDCO       59.4%   Close: ₹376.90   Delivery Qty: 53,444
497. MOCAPITAL        59.4%   Close: ₹55.61   Delivery Qty: 310,958
498. RADIANTCMS       59.3%   Close: ₹37.93   Delivery Qty: 56,765
499. BIRLANU          59.2%   Close: ₹1259.10   Delivery Qty: 15,102
500. NPST             59.2%   Close: ₹1599.60   Delivery Qty: 6,677

Indian Market Headlines

1. Nifty 50 Holds Above 24,080; Sensex Slips 151 Points as IT, Metal Stocks Drag - Dalal Street Investment Journal
   Source: Dalal Street Investment Journal
   Summary: Nifty 50 Holds Above 24,080; Sensex Slips 151 Points as IT, Metal Stocks Drag Dalal Street Investment Journal
   Link: https://news.google.com/rss/articles/CBMiwAFBVV95cUxPOE4xVlpIMGNicTE4VlBxOVlJRGdBYURXSHUwNU5wdzFtR3RYaEcwcmZLRVRQSFRtMXNhY3JDNDdLazYzN1U4MHk1T1AwYWZ1aXp1MU9LNVB6elNDb083QnQwT2YwTDAwMVhXWFdIeHlPalRwLXd6UW5TYzZOeW85MGxnTTZvQ28yTDhKQ2pDVTlZeUFRRmZMSjVwOVVEV1lsbnF6X0VjV0ZaTDNXMDUwR3ZsLWNRRXlicjlzaHR4dmE?oc=5

2. Indian Green Energy Stocks Deliver Mixed Performance As Sensex And NIFTY End Higher On July 15, 2026 - SolarQuarter
   Source: SolarQuarter
   Summary: Indian Green Energy Stocks Deliver Mixed Performance As Sensex And NIFTY End Higher On July 15, 2026 SolarQuarter
   Link: https://news.google.com/rss/articles/CBMi0gFBVV95cUxOQS1hODQ2VDA3UER1S0tMbTJDTktjYnJLaURDdEZZWmlpV3F1SVRxR0VyWXF1RkFXblBYTmhwaXRqWlJxLVY0MGhkRkFtLTRrOUpzcTJJM1NwMVFUYW4wdzFUcjdobGJfTk1ESVF3QTJVZGIwSkFFeTFWVjFSS2NCN2dmdk9LSHBYblpkRTBOOGpaTTg5aWl1ME5fa0NiTlhTaE5wcEd3YlRtYnVzcV8yQUFJcTJ0Y0g0LVZpQ29yVjhoRHRkSVhvX0hxSDNKWTJldnc?oc=5

3. Sensex, Nifty end higher in volatile trade led by banking, financial stocks - thehawk.in
   Source: thehawk.in
   Summary: Sensex, Nifty end higher in volatile trade led by banking, financial stocks thehawk.in
   Link: https://news.google.com/rss/articles/CBMivwFBVV95cUxPOTAtRVV2T3NBNVJHVFBnTFFDSWtCdmVZZ3R2MDB2S285Ry1WM1JrdEptcjhDdU9KX1phRG5BeHlidERZeFNZQUU5MlBIMVlEYm5mX3FRbXd5Znp2RzVvTEk4eWhrZEZrWUtMRC1yQkd0M3ctT1F6dFgxRkk2dERmdzVFTFZNMDg2bUF3MERYWWJ2WHFYLXRqZ0U5RWszUlVZRGFHOHlnRDFETU55ZWFVTC1VZzZoZ1pTVDA1M2ozbw?oc=5

4. Market wrap: Eternal, UltraTech Cement among top gainers and losers on Nifty and Sensex today - The Economic Times
   Source: The Economic Times
   Summary: Market wrap: Eternal, UltraTech Cement among top gainers and losers on Nifty and Sensex today The Economic Times
   Link: https://news.google.com/rss/articles/CBMi-AFBVV95cUxOWFJmU0VRV1Rtd0JHS2RBN3pCM1JhV1Q5LTUycDhETGd5Y3NUS01NMVpXTm94WXVERlhVUGowU0Ztcjc0bjhndW4wci05bHd5cmQ5ZzlmWjVYVXF6dWVNOXZSUjgzR0N1bndhTmFiaVNpZ3BtWVhGaGRJT19TZlVrLVpoTXdYdHZuMko5MC0xWkJBTlpzQXJvT2xocmVfOElXUEh3MW1JV2x1SmNBYlctLVE5VUhDMHFMRkJBU3E1bGpOWGN0QmRFRmQyYVAwUk01S09sa1dOLVJ2aHdoeUxKbDZIbFJMZ2ZCUEgtMndMSnlHaGU0cGhCcNIB_gFBVV95cUxQRTlVbDFrWVhwOXN0ZXRWRHZHSmNScy1RNWZ4dHdWb3gzakxXX3luN3RwMm5lQWY4bXRZemd1dFJ3d0FCaHNGanpwNUpTenZheDhyaWpJa3B3MWM3NUd5MkNJODdENldyWTJKWHF4UDZCTU81TTdqYmJmRmg5NVVINHN4blJWajZwdDZFYXE3Y3VnNHdMcWxaOWkyVDdVQjI5WHVYdlVEMWVoYVk0ZGJKdDhad1dMb1M1Wm1GcWNNWmNYMzBZVWxLczdnb2ZhYUxGY0xyVF9FaGwzelA1SjYtQ3g1b3FUVWdrUDFqOWJDbWV1U0laUUlhQkU1MmM5UQ?oc=5

5. Stock Market Today: Sensex Rises 130 Pts, Nifty Closes Above 24,000; Bank, Auto Stocks Lead Gains - APAC Media
   Source: APAC Media
   Summary: Stock Market Today: Sensex Rises 130 Pts, Nifty Closes Above 24,000; Bank, Auto Stocks Lead Gains APAC Media
   Link: https://news.google.com/rss/articles/CBMitAFBVV95cUxOam5qMHRkQ2JkY0Zza1lmazNtSjA0Rm9NTERiLWdmN1oyRXdrYl9BbEViOHZGWmludG5EVWFzU012NUFiQjJnV2thNk11VXNFbkJodWVpZ3BxUERfVVhsaHhvVlY0dTZMR1hvQmNCUU9jWjFBYlFGOWtZOW5SUmptVmZnZWF4VzQxQXczQmI0NExBdjFPdlNYZVJZSDRranQ5YS12cFFJUVZIMlY1YnNNV2FYaUE?oc=5

6. Bank Stocks Drive Sensex, Nifty Up; US-Iran Tensions Cap Gains - Rediff
   Source: Rediff
   Summary: Bank Stocks Drive Sensex, Nifty Up; US-Iran Tensions Cap Gains Rediff
   Link: https://news.google.com/rss/articles/CBMi0AFBVV95cUxQeEtrNUVBZmtnbkRfa0ZSZEhVaHJISjkwOGFnTG56OHE1bEhGeEdkTUNHYjhXTWZBR3BSTEJvOXc2c1E1N0w5Y2hkYkFwMTFNSVRsbTluU1hvRkJyYlB5TF9aSGRGS0gwTWJhcEFxSU1fbWFOR0lqakw3S0gtN01FM29KQUNpU3NONjVSeUVuTmVMYUpMUDFxTmhfT2dGNTk4UEFkZjJvWEtpVDdVelBNMFd3bFBMRVY0SlF1QTdiUFcteDlnY00xdjRZb0FpNlFU0gHTAUFVX3lxTE1sampBbGdaZ3k4aGNiaFJCeXdjYkU0WVZpQmZNYmVNZ0s5LVQtOEI0blR5aE1aNEpTQm00ZWdOVVlIQzZaQ1o2ck1lV0hNLWpteXl2OG5VY0lPNVlHT3oxM1dqLThnS1plM1lTR0pzanB0TFBEUWFadURfMS1yR0QxcGgzUDJfbVhOaTNHT3VoY0d0eEptMFBOZ1pxU01TNUluSllTckh0U3RjRzh4MzlVVVBRaWlXME0zUEhpbUhvdGZ6N2Zfa2hRUjczZWQ0aHNtVWc?oc=5

7. Stock Market Close, July 15, 2026: Sensex, Nifty Tick Up After Erasing Early Rally as Financials Counter Iran, Oil - HDFC Sky
   Source: HDFC Sky
   Summary: Stock Market Close, July 15, 2026: Sensex, Nifty Tick Up After Erasing Early Rally as Financials Counter Iran, Oil HDFC Sky
   Link: https://news.google.com/rss/articles/CBMiogFBVV95cUxQRDRfNDV5T1hWSkJyWWpCdk1SRmF5NDBBV1lBU2dCRUEyZ3J6TXJRNHdlZEtCbW1DSWxVY25wX1lqbWhZOElmdmlGVWNKMDNwZ0lncW8tRWhFb0phRWZQcFNmSjk3Z3pUUFNXejJaS0txcl92b1h0UVdyTHZtdkxGR3RvWTFnR2ZBUUZvRGRpMkVLTWxwWGFSQUF1bGd5LTBqekE?oc=5

8. Led by bank stocks, markets end higher - News Arena India
   Source: News Arena India
   Summary: Led by bank stocks, markets end higher News Arena India
   Link: https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ29ZNDBNQ2VjRDBfVVBrYjZiNkdPc2pqSUlocUFRTm9OaThZZ2UtdVNVTlBGYnp5QVRfNTh1OG95bWsteU1pOU9SUmlYS3FKZEtacEZkLTdzdWoyWTdyWkVwamc0d2dHM0xlNFlaZk1BT1poVFkxcjNWai1UdGZqV3dqRW0?oc=5

9. Share Market Today: Nifty 50, Bank Nifty | July 15, 2026 - Liquide Blog
   Source: Liquide Blog
   Summary: Share Market Today: Nifty 50, Bank Nifty | July 15, 2026 Liquide Blog
   Link: https://news.google.com/rss/articles/CBMixgFBVV95cUxQRkpJMG02NEJldkNUdFJjUFRYek1RQU1PTUg4Z2tEVFJleTV0S1A4NVJ6OXJ2Q0hmVFFkMk9UZlFUZmkzaS1BaUtBUjNnclNFdkFieVl5Mzk4Vk1DUHZQR2VreHJuRU0yZEpIN1dRT1A1b1ZJNmJnZElBOUNTYmM2Q1dwSnR6aTBZOU5aWmxHdDNLenZnU0ktRW5lTWtBVTdkeXgtTEh2ODg5ZU9ueHMyWTBJaWIxcWRpYjlPMEZJQl85NzFYMmc?oc=5

10. Sensex, Nifty close higher; Eternal, UltraTech, SBI among top gainers - Business Today
   Source: Business Today
   Summary: Sensex, Nifty close higher; Eternal, UltraTech, SBI among top gainers Business Today
   Link: https://news.google.com/rss/articles/CBMizgFBVV95cUxNdk1aelpjY0dBbGdsQ3o2bndtY2U1cTF2dFpQRktjT3NrT0ktQ1Vnbm4xT0h0cjVWUDNnZ1QxNkpua0hDYk9kak9vS0djOGR0MFJ3Z1lUYkszdlRUcmFfelNjQ3FmanBEN2pOM2tzRTV6c2JHNFA2bHJhWEtIcnhrQ3REM193MkVHZ1dITVN4S1phVV9YdVhZTUZTZjZ1cHcxYjAtRDROTHdNY193ZDZEUElNbGNOYkhVSHRjS1dEbURWQkt6T3B1dU4xNmdQZ9IB0wFBVV95cUxOTUt3bTNSU21TQWk3U2hwX3pCeWRjMDBZR2N5ZGlSaFppYUxpT2pxbXM4cW14VzlKSlA2RVRNYUZrVWluN1RMSUVmRlpJM1lZa1Z6Q3lyMFl3dG5URVlpcDlJUjJqbTJrN1I3SlJvVDFaM01JSWRJajBJZGRmR1dKOUd2SHl1TUxEOUZkMkRxeFQwZHVORzk5ZEwtQjNBaF9NTTNDZk1YVDNiWk9FQ2lKZmhqeWFMSThwZzBGbmozSWZoWG9yaUw4ZlY1Mmo5V21WdElZ?oc=5

Auto-generated by your Indian stock market AI agent.
